Secteur,Quartier,Libelle,TF_LOT,Titre,NatureRDC,Types,Types_facades,Facades,Cour,Visa,Types_lots
T18, -,Jnane Zenata 1737,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1738,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1739,,121/25,Commercial,J,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1740,,121/25,Commercial,I,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1741,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1742,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1743,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1744,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1745,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1752,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1753,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1754,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1755,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1756,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1757,,121/25,Commercial,J,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1758,,121/25,Commercial,I,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1759,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1760,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1761,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1762,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1771,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1772,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1773,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1774,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1775,,121/25,Commercial,J,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1776,,121/25,Commercial,I,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1777,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1778,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1779,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1780,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1789,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1790,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1791,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1792,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1793,,121/25,Commercial,J,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1794,,121/25,Commercial,I,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1795,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1796,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1797,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1798,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1807,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1808,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1809,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1810,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1811,,121/25,Commercial,J,version 4,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1812,,121/25,Commercial,I,version 4,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1813,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1814,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1815,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1816,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1825,,121/25,Commercial,C,version 4,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1826,,121/25,Commercial,D,version 4,1 FACADE,Avec cour gauche,vise,PR
T19,,Jnane Zenata 1827,,121/25,Commercial,C,version 4,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1828,,121/25,Commercial,D,version 4,1 FACADE,Avec cour gauche,vise,PR
T19,,Jnane Zenata 1829,,121/25,Commercial,H,version 4,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1830,103418/26,121/26,Commercial,G,version 1,2 FACADES,SANS ,vise,PR+
T19,,Jnane Zenata 1831,103419/26,121/26,Commercial,C,version 1,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1832,103420/26,121/26,Commercial,D,version 1,1 FACADE,Avec cour gauche,vise,PR
T19,,Jnane Zenata 1833,103421/26,121/26,Commercial,C,version 1,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1842,103423/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1843,103424/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1844,103425/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1845,103426/26,121/26,Commercial,J,version 1,2 FACADES,SANS ,vise,PR+
T19,,Jnane Zenata 1846,103427/26,121/26,Commercial,I,version 1,2 FACADES,SANS ,vise,PR+
T19,,Jnane Zenata 1847,103428/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1848,103429/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1849, -,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1858,103430/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1859,103431/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1860,103432/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1861,103433/26,121/26,Commercial,J,version 1,2 FACADES,SANS ,vise,PR+
T19, -,Jnane Zenata 1862,103434/26,121/26,Commercial,I,version 1,2 FACADES,SANS ,vise,PR+
T19, -,Jnane Zenata 1863,103435/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1864,103436/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1865,103437/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1874,103438/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1875,103439/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1876,103440/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1877,103441/26,121/26,Commercial,J,version 1,2 FACADES,SANS ,vise,PR+
T19,,Jnane Zenata 1878,103442/26,121/26,Commercial,I,version 1,2 FACADES,SANS ,vise,PR+
T19,,Jnane Zenata 1879,103443/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1880,103444/26,121/26,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1881,103445/26,121/26,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1890,103446/26,121/26,Commercial,D,version 1,1 FACADE,Avec cour gauche,vise,PR
T19, -,Jnane Zenata 1891,103447/26,121/26,Commercial,C,version 1,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1892,103448/26,121/26,Commercial,D,version 1,1 FACADE,Avec cour gauche,vise,PR
T19, -,Jnane Zenata 1893,103449/26,121/26,Commercial,H,version 1,2 FACADES,SANS ,vise,PR+
T19, -,Jnane Zenata 1895,,121/25,Commercial,C,version 1,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1896,,121/25,Commercial,D,version 1,1 FACADE,Avec cour gauche,vise,PR
T19, -,Jnane Zenata 1897,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1898,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T19, -,Jnane Zenata 1899,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1900,,,Commercial,H,F1,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1901,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T19, -,Jnane Zenata 1902,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1903,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1904,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1905,,121/25,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1906,,121/25,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1918,,121/25,Commercial,J,version 1,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1919,,121/25,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1920,,121/25,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1921,,121/25,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1922,,121/25,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1923,,121/25,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1924,,121/25,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1925,,121/25,Residentiel,B,version 1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1926,,121/25,Residentiel,A,version 1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1927,,121/25,Residentiel,E,version 1,2 FACADES,SANS,vise,N+
T19, -,Jnane Zenata 1928,,121/25,Commercial,G,version 3,2 FACADES,SANS,vise,PR+
T19, -,Jnane Zenata 1929,,121/25,Commercial,C,version 3,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1931,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1932,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T19, -,Jnane Zenata 1933,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1934,,,Commercial,H,F1,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1935,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1936,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1937,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1938,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1939,,121/25,Residentiel,A,version 3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1940,,121/25,Residentiel,B,version 3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1943,,121/25,Residentiel,A,version 3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1944,,121/25,Residentiel,B,version 3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1945,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1946,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1947,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1948,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1949,,,Commercial,J,F3,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1950,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T19,,Jnane Zenata 1951,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1952,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T19,,Jnane Zenata 1955,,121/25,Commercial,H,version 3,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1957,103450/26,121/26,Commercial,C,version 2,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1958,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T19,,Jnane Zenata 1959,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T19,,Jnane Zenata 1960,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T19, -,Jnane Zenata 1961,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T19, -,Jnane Zenata 1962,,,Commercial,H,F1,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1963,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1964,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1965,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1966,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1967,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1958,103451/26,121/26,Residentiel,B,version 2,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1971,103452/26,121/26,Residentiel,A,version 2,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1972,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1973,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1974,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1975,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1976,,,Commercial,G,F3,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1977,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T19, -,Jnane Zenata 1978,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1979,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1980,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1981,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1982,103453/26,121/26,Residentiel,B,version 2,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1985,103454/26,121/26,Residentiel,A,version 2,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1986,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1987,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1988,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T19,,Jnane Zenata 1989,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 1990,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T19, -,Jnane Zenata 1991,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T19,,Jnane Zenata 1992,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1993,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1994,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1995,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T19, -,Jnane Zenata 1996,103455/26,121/26,Residentiel,B,version 2,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 1999,103456/26,121/26,Residentiel,A,version 2,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 2000,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T19, -,Jnane Zenata 2001,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 2002,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2003,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2004,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2005,,,Commercial,J,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2006,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2007,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2008,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2009,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2010,103457/26,121/26,Commercial,D,version 2,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2012,,,Commercial,H,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2013,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2014,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2015,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2016,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2017,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2018,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2019,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2020,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2021,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2022,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2023,,,Commercial,J,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2024,,,Commercial,G,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2025,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2026,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2027,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2028,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2029,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2030,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2031,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2032,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2033,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2034,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2035,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2036,,,Commercial,G,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2037,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2038,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2039,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2040,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2041,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2042,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2043,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2044,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2045,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2046,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2047,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2048,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T23, -,Jnane Zenata 2049,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2050,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2051,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2052,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2053,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2054,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2055,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2056,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2057,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2058,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2059,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2060,,,Residentiel,E,F3,2 FACADES,SANS,vise,N+
T23,,Jnane Zenata 2061,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2062,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2063,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2064,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2065,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2066,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2067,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2068,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2069,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2070,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2071,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2072,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2073,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2074,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23, -,Jnane Zenata 2075,,,Residentiel,F,F1,2 FACADES,SANS,vise,N+
T23,,Jnane Zenata 2076,,,Residentiel,E,F1,2 FACADES,SANS,vise,N+
T23,,Jnane Zenata 2077,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2078,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2079,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2080,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2081,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2082,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2083,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2084,,,Commercial,G,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2085,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2086,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2087,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2088,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2089,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2090,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2091,,,Residentiel,F,F3,2 FACADES,SANS,vise,N+
T23,,Jnane Zenata 2092,,,Residentiel,G,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2093,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2094,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2095,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2096,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2097,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2098,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23, -,Jnane Zenata 2099,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2100,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2101,,,Residentiel,A,F3,1 FACADE,Avec cour gauche,vise,N
